issue_d,loan_amnt,int_rate,term,grade,home_ownership,purpose,annual_inc,dti,fico,loan_status
2019-11-01,1125,13.53, 36 months,D,RENT,small_business,85377.0,22.98,738,Fully Paid
2019-11-01,8233,5.0, 36 months,A,OWN,home_improvement,106896.0,25.75,836,Fully Paid
2019-11-01,22015,5.0, 60 months,A,MORTGAGE,credit_card,55462.0,34.91,845,Fully Paid
2019-11-01,2995,13.33, 36 months,C,RENT,debt_consolidation,81001.0,12.96,697,Fully Paid
2019-11-01,13606,6.38, 36 months,B,OWN,debt_consolidation,72751.0,11.44,699,Fully Paid
2019-11-01,29615,11.4, 36 months,C,RENT,debt_consolidation,80220.0,10.15,748,Fully Paid
2019-11-01,1922,5.0, 36 months,A,MORTGAGE,debt_consolidation,77191.0,12.2,807,Fully Paid
2019-11-01,23148,15.7, 36 months,D,MORTGAGE,small_business,86989.0,26.67,609,Fully Paid
2019-11-01,24372,13.57, 36 months,D,MORTGAGE,credit_card,91027.0,15.01,704,Fully Paid
2019-11-01,21773,16.0, 60 months,E,RENT,debt_consolidation,60826.0,14.54,701,Charged Off
2019-11-01,9188,15.24, 36 months,E,MORTGAGE,debt_consolidation,47351.0,6.36,831,Fully Paid
2019-11-01,23977,8.01, 36 months,B,RENT,small_business,88158.0,10.76,630,Fully Paid
2019-11-01,30462,5.0, 36 months,A,RENT,debt_consolidation,51616.0,16.34,819,Fully Paid
2019-11-01,24302,13.01, 36 months,C,MORTGAGE,debt_consolidation,69051.0,9.51,719,Fully Paid
2019-11-01,25345,6.59, 36 months,B,MORTGAGE,debt_consolidation,90388.0,14.53,698,Charged Off
2019-11-01,10432,14.61, 36 months,C,RENT,debt_consolidation,103705.0,20.1,612,Fully Paid
2019-11-01,32762,5.0, 36 months,A,OWN,other,72061.0,6.54,764,Charged Off
2019-11-01,23515,5.0, 36 months,A,MORTGAGE,small_business,79820.0,8.8,626,Fully Paid
2019-11-01,13827,5.0, 36 months,A,MORTGAGE,debt_consolidation,78089.0,19.42,650,Fully Paid
2019-11-01,9004,5.0, 36 months,A,RENT,debt_consolidation,84857.0,8.27,742,Fully Paid
2019-11-01,10258,19.11, 60 months,E,OWN,debt_consolidation,77722.0,10.39,651,Fully Paid
2019-11-01,29177,6.77, 36 months,B,OWN,debt_consolidation,65234.0,0.0,709,Fully Paid
2019-11-01,2999,15.94, 36 months,D,MORTGAGE,debt_consolidation,30220.0,14.95,624,Charged Off
2019-11-01,32790,12.09, 36 months,C,MORTGAGE,debt_consolidation,110847.0,10.84,714,Fully Paid
2019-11-01,6397,5.0, 60 months,A,RENT,small_business,69900.0,13.6,643,Fully Paid
2019-11-01,26021,13.09, 60 months,C,RENT,credit_card,68734.0,21.89,671,Fully Paid
2019-11-01,6012,18.3, 60 months,E,OWN,debt_consolidation,87593.0,13.58,601,Charged Off
2019-11-01,28217,11.15, 36 months,C,RENT,debt_consolidation,85113.0,10.87,747,Fully Paid
2019-11-01,6959,16.88, 36 months,E,MORTGAGE,debt_consolidation,76247.0,26.53,761,Fully Paid
2019-11-01,18608,18.82, 36 months,E,MORTGAGE,debt_consolidation,88145.0,20.34,681,Charged Off
2019-11-01,6012,13.87, 36 months,D,OWN,other,117759.0,6.28,745,Fully Paid
2019-11-01,5050,7.25, 60 months,B,OWN,home_improvement,93162.0,10.33,748,Fully Paid
2019-11-01,9757,18.54, 60 months,F,MORTGAGE,debt_consolidation,79377.0,0.0,824,Fully Paid
2019-12-01,34459,6.62, 36 months,B,RENT,credit_card,71824.0,10.05,821,Fully Paid
2019-12-01,27064,12.72, 60 months,C,OWN,credit_card,58381.0,22.02,749,Fully Paid
2019-12-01,4380,15.1, 36 months,D,MORTGAGE,home_improvement,32244.0,10.41,724,Fully Paid
2019-12-01,11981,12.63, 36 months,C,OWN,credit_card,90000.0,8.01,810,Fully Paid
2019-12-01,28341,6.87, 60 months,B,OWN,debt_consolidation,94912.0,31.3,741,Fully Paid
2019-12-01,21422,5.0, 36 months,A,RENT,other,65800.0,34.26,619,Charged Off
2019-12-01,27352,5.0, 36 months,A,OWN,credit_card,67610.0,10.83,700,Fully Paid
2019-12-01,3808,12.69, 36 months,D,RENT,debt_consolidation,69339.0,5.32,777,Fully Paid
2019-12-01,31610,11.05, 36 months,C,MORTGAGE,credit_card,54899.0,19.63,827,Fully Paid
2019-12-01,30174,14.18, 36 months,D,RENT,credit_card,90022.0,13.55,689,Fully Paid
2019-12-01,31092,5.94, 36 months,B,OWN,other,52162.0,8.69,707,Charged Off
2019-12-01,26068,11.7, 36 months,D,MORTGAGE,home_improvement,63396.0,24.55,839,Fully Paid
2019-12-01,28132,5.0, 60 months,A,MORTGAGE,debt_consolidation,58080.0,27.4,787,Fully Paid
2019-12-01,10397,21.15, 36 months,F,RENT,home_improvement,78110.0,5.54,732,Fully Paid
2019-12-01,6499,10.36, 60 months,C,MORTGAGE,debt_consolidation,67423.0,25.91,846,Fully Paid
2019-12-01,23041,5.0, 60 months,A,RENT,credit_card,36619.0,20.2,828,Fully Paid
2019-12-01,23403,5.0, 36 months,A,MORTGAGE,other,78044.0,12.38,612,Fully Paid
2019-12-01,8590,19.01, 36 months,F,RENT,debt_consolidation,88948.0,31.66,760,Fully Paid
2019-12-01,34670,7.98, 36 months,B,MORTGAGE,credit_card,84833.0,12.66,669,Fully Paid
2019-12-01,3852,11.39, 36 months,C,RENT,debt_consolidation,81088.0,8.85,787,Fully Paid
2019-12-01,21583,6.45, 36 months,B,OWN,debt_consolidation,61230.0,24.54,733,Fully Paid
2019-12-01,10618,5.0, 36 months,A,OWN,other,33449.0,8.46,674,Fully Paid
2019-12-01,30128,14.33, 36 months,D,RENT,debt_consolidation,92717.0,12.01,781,Fully Paid
2019-12-01,25940,5.0, 36 months,A,MORTGAGE,home_improvement,72147.0,3.85,600,Fully Paid
2019-12-01,26298,5.0, 36 months,A,MORTGAGE,debt_consolidation,57045.0,22.15,796,Fully Paid
2019-12-01,31386,5.0, 36 months,A,OWN,debt_consolidation,74506.0,5.21,632,Fully Paid
2019-12-01,21125,18.87, 36 months,F,RENT,debt_consolidation,82618.0,25.74,737,Charged Off
2019-12-01,32140,8.39, 60 months,B,RENT,debt_consolidation,97011.0,29.38,663,Fully Paid
2019-12-01,20214,18.09, 36 months,F,MORTGAGE,small_business,50580.0,13.35,806,Fully Paid
2019-12-01,11284,13.83, 36 months,C,RENT,other,97220.0,15.61,618,Fully Paid
2019-12-01,6584,8.77, 36 months,B,OWN,debt_consolidation,74105.0,24.88,646,Charged Off
2019-12-01,32921,11.61, 60 months,C,RENT,credit_card,134181.0,16.74,703,Fully Paid
2019-12-01,23096,7.12, 36 months,B,MORTGAGE,small_business,89835.0,20.29,715,Fully Paid
2019-12-01,8794,13.34, 36 months,D,RENT,home_improvement,104610.0,7.66,833,Fully Paid
2019-12-01,27314,11.83, 36 months,C,MORTGAGE,debt_consolidation,115497.0,12.68,692,Fully Paid
2019-12-01,6838,13.59, 36 months,D,MORTGAGE,debt_consolidation,61018.0,13.7,678,Fully Paid
2019-12-01,19266,5.0, 36 months,A,RENT,debt_consolidation,61484.0,19.7,652,Fully Paid
2019-12-01,19891,15.92, 36 months,E,OWN,debt_consolidation,62781.0,14.73,781,Fully Paid
2019-12-01,15141,5.0, 36 months,A,MORTGAGE,credit_card,111168.0,18.44,838,Fully Paid
2019-12-01,19387,5.86, 36 months,B,RENT,small_business,98328.0,21.85,830,Fully Paid
2019-12-01,30167,14.52, 60 months,D,MORTGAGE,small_business,80226.0,16.88,689,Fully Paid
